0.00E+00,0.077468928
1,0.076395969
2,0.076395969
3,0.079614846
4,0.08712556
5,0.09892811
6,0.125752087
7,0.150430145
8,0.176181163
9,0.209442895
10,0.231975036
11,0.245923504
12,0.26201789
13,0.274893399
14,0.287768908
15,0.314592885
16,0.339270944
17,0.36716788
18,0.395064816
19,0.410086243
20,0.418669915
21,0.422961752
22,0.42510767
23,0.42510767
24,0.42510767
25,0.42510767
26,0.42510767
27,0.424034711
28,0.424034711
29,0.424034711
30,0.422961752
31,0.422961752
32,0.422961752
33,0.424034711
34,0.427253588
35,0.427253588
36,0.427253588
37,0.428326547
38,0.429399506
39,0.429399506
40,0.431545424
41,0.431545424
42,0.433691343
43,0.435837261
44,0.435837261
45,0.437983179
46,0.440129097
47,0.440129097
48,0.442275015
49,0.444420933
50,0.445493892
51,0.447639811
52,0.44871277
53,0.450858688
54,0.453004606
55,0.455150524
56,0.456223483
57,0.457296442
58,0.459442361
59,0.461588279
60,0.463734197
61,0.465880115
62,0.468026033
63,0.469098992
64,0.47124491
65,0.472317869
66,0.474463788
67,0.476609706
68,0.478755624
69,0.480901542
70,0.48304746
71,0.485193378
72,0.486266338
73,0.489485215
74,0.490558174
75,0.491631133
76,0.49485001
77,0.495922969
78,0.498068887
79,0.500214806
80,0.502360724
81,0.504506642
82,0.50665256
83,0.508798478
84,0.509871437
85,0.512017355
86,0.513090315
87,0.515236233
88,0.517382151
89,0.519528069
90,0.521673987
91,0.522746946
92,0.523819905
93,0.525965823
94,0.527038783
95,0.528111742
96,0.53025766
97,0.531330619
98,0.532403578
99,0.533476537
100,0.534549496
101,0.536695414
102,0.536695414
103,0.538841332
104,0.538841332
105,0.539914292
106,0.540987251
107,0.54206021
108,0.543133169
109,0.543133169
110,0.545279087
111,0.545279087
112,0.545279087
113,0.546352046
114,0.547425005
115,0.547425005
116,0.548497964
117,0.549570923
118,0.549570923
119,0.549570923
